#;Space;Channel;Mean;Median;Min;Max;Std
688;Lab;Lightness;45,98;47,19;0,35;100;19,85
688;Lab;Green-Red;1,12;0,15;-12,15;40,09;5,47
688;Lab;Blue-Yellow;-0,06;0;-41,37;35,91;10,15
688;LCH;Lightness;45,98;47,19;0,35;100;19,85
688;LCH;Chroma;10,02;9,39;0;48,93;5,82
688;LCH;Hue;176,2;158,2;0,01;360;104,44
689;RGB;Red;103,73;97;0;255;62,2
689;RGB;Green;105,53;99;0;255;55,48
689;RGB;Blue;103,81;100;0;255;52,55
689;HSV;Hue;131,19;142,5;0;359,25;89,32
689;HSV;Saturation;24,68;20,37;0;100;16,93
689;HSV;Value;45,37;44,31;0;100;21,95
689;Lab;Lightness;43,57;42,01;0;100;22,6
689;Lab;Green-Red;-0,53;-0,78;-24,25;35,75;5,98
689;Lab;Blue-Yellow;0,72;1,97;-31,17;57,41;9,25
689;LCH;Lightness;43,57;42,01;0;100;22,6
689;LCH;Chroma;9,47;8,56;0;58,09;5,7
689;LCH;Hue;162,22;151,55;0;360;84,16
690;RGB;Red;94,58;97;0;255;37,59
690;RGB;Green;125,76;142;0;255;56,14
690;RGB;Blue;162,13;201;0;255;79,3
690;HSV;Hue;172,43;210,54;0;358,29;82,16
690;HSV;Saturation;44,26;46,86;0;100;15,63
690;HSV;Value;65,25;79,22;0;100;28,98
690;Lab;Lightness;51,06;57,97;0;100;22,13
690;Lab;Green-Red;0,08;0,04;-13,3;26,25;3,82
690;Lab;Blue-Yellow;-21,59;-25,44;-42,17;56,26;17,64
690;LCH;Lightness;51,06;57,97;0;100;22,13
690;LCH;Chroma;24,85;26,2;0;60,71;13,22
690;LCH;Hue;219,22;264,47;0;360;90,91
691;RGB;Red;75,79;51;0;255;59,77
691;RGB;Green;83,76;48;0;249;72,22
691;RGB;Blue;94,92;52;0;255;87,24
691;HSV;Hue;142,24;210,64;0;356,67;95,71
691;HSV;Saturation;35,67;29,33;0;100;19,4
691;HSV;Value;39,08;22,75;0;100;32,63
691;Lab;Lightness;33,63;20,35;0;97,64;29,47
691;Lab;Green-Red;0,15;0;-8,55;18,71;2,23
691;Lab;Blue-Yellow;-6,59;-4,13;-27,41;31,06;10,33
691;LCH;Lightness;33,63;20,35;0;97,64;29,47
691;LCH;Chroma;10,17;8,96;0;33,84;7,19
691;LCH;Hue;187,01;261,13;0;359,99;100,19
692;RGB;Red;124,23;113;0;255;58,19
692;RGB;Green;120,59;112;0;255;56,9
692;RGB;Blue;100,45;98;0;255;68,37
692;HSV;Hue;101,22;55,64;0;358,75;92,98
692;HSV;Saturation;30,47;13,08;0;100;30,55
692;HSV;Value;49,77;47,06;0;100;22,49
692;Lab;Lightness;49,66;47,18;0;100;22,71
692;Lab;Green-Red;-1,3;-0,44;-24,9;44,18;4,41
692;Lab;Blue-Yellow;11,44;5,2;-14,68;77,87;16,04
692;LCH;Lightness;49,66;47,18;0;100;22,71
692;LCH;Chroma;13,81;6,31;0;79;14,78
692;LCH;Hue;141,14;101,73;0;359,99;89,93
693;RGB;Red;93,66;81;0;255;66,73
693;RGB;Green;96,39;83;0;255;67,57
693;RGB;Blue;88,34;73;0;255;72,81
693;HSV;Hue;102,25;80;0;357;58,74
693;HSV;Saturation;21,88;11,86;0;100;22,95
693;HSV;Value;38,32;32,94;0;100;26,84
693;Lab;Lightness;38,91;34,98;0;100;27,35
693;Lab;Green-Red;-2,62;-2,31;-21,74;16,68;2,61
693;Lab;Blue-Yellow;4,44;3,67;-18,86;40,42;5,69
693;LCH;Lightness;38,91;34,98;0;100;27,35
693;LCH;Chroma;6,37;4,81;0;45,76;5,02
693;LCH;Hue;144,94;123,23;0;359,99;56,37
694;RGB;Red;147,64;162;0;255;48,57
694;RGB;Green;143,93;156;0;255;44,07
694;RGB;Blue;134,15;145;0;255;53,53
694;HSV;Hue;68,48;39,2;0;359,5;69,4
694;HSV;Saturation;23,62;15,74;0;100;16,96
694;HSV;Value;62,23;66,67;0;100;19,16
694;Lab;Lightness;59,46;64,5;0;100;17,66
694;Lab;Green-Red;0,55;0,79;-18,54;56,55;4,49
694;Lab;Blue-Yellow;6,08;8,65;-68,15;63,48;14,85
694;LCH;Lightness;59,46;64,5;0;100;17,66
694;LCH;Chroma;13,57;9,74;0;75,41;9,68
694;LCH;Hue;112,7;87,38;0;360;68,83
695;RGB;Red;87,14;77;0;253;51,02
695;RGB;Green;110,05;99;0;255;63,83
695;RGB;Blue;133,41;122;0;255;82,96
695;HSV;Hue;192,43;208,66;0;356,25;35,71
695;HSV;Saturation;30,27;32,35;0;100;13,17
695;HSV;Value;52,62;48,24;0;100;32,24
695;Lab;Lightness;44,2;41,3;0;98,75;25,56
695;Lab;Green-Red;-2,03;-2,26;-12,85;21,94;2,08
695;Lab;Blue-Yellow;-14,6;-13,9;-42,51;66,87;13,09
695;LCH;Lightness;44,2;41,3;0;98,75;25,56
695;LCH;Chroma;16;14,46;0;67,16;11,7
695;LCH;Hue;235,08;258,1;0;359,86;46,17
696;RGB;Red;122,51;135;1;255;58,01
696;RGB;Green;117,73;117;1;255;58,59
696;RGB;Blue;98,9;91;0;255;72,37
696;HSV;Hue;87,63;55,71;0;359,64;74,15
696;HSV;Saturation;36,54;31,9;0;100;24,05
696;HSV;Value;51,51;53,73;1,18;100;25,19
696;Lab;Lightness;48,65;50,5;0,7;99,93;23,54
696;Lab;Green-Red;-0,5;-0,86;-27,89;73,49;7,43
696;Lab;Blue-Yellow;11,56;11,89;-36,16;75,86;15,72
696;LCH;Lightness;48,65;50,5;0,7;99,93;23,54
696;LCH;Chroma;17,07;15,59;0;83,7;12,04
696;LCH;Hue;129,25;102,15;0,03;359,93;73,79
697;RGB;Red;99,85;104;0;255;48,22
697;RGB;Green;119,35;120;0;255;55,47
697;RGB;Blue;136,79;126;0;254;66,82
697;HSV;Hue;174,62;210;0;357,14;64,76
697;HSV;Saturation;30,58;32,11;0;100;13,97
697;HSV;Value;54,89;51,76;0;100;25,41
697;Lab;Lightness;48,37;49,96;0;99,9;22,02
697;Lab;Green-Red;-2,25;-2,28;-29,51;13,09;2,69
697;Lab;Blue-Yellow;-11,41;-16,2;-37,96;45,05;11,85
697;LCH;Lightness;48,37;49,96;0;99,9;22,02
697;LCH;Chroma;15;16,78;0;47,63;7,62
697;LCH;Hue;222,76;260,46;0;359,99;68,53
698;RGB;Red;123,38;108;5;244;67,11
698;RGB;Green;128,83;116;14;241;63,12
698;RGB;Blue;133,1;119;9;246;66,92
698;HSV;Hue;202,47;201,43;0;358,29;45,16
698;HSV;Saturation;11,67;9,57;0;72,22;7,86
698;HSV;Value;52,51;47,06;7,06;96,47;25,95
698;Lab;Lightness;52,45;48,14;4,03;95,5;25,21
698;Lab;Green-Red;-1,29;-1,57;-10,75;20,43;2,69
698;Lab;Blue-Yellow;-2,9;-2,95;-20,29;22,51;2,64
698;LCH;Lightness;52,45;48,14;4,03;95,5;25,21
698;LCH;Chroma;4,7;4,56;0;27,09;1,48
698;LCH;Hue;239,85;239,74;0,01;359,99;51,04
699;RGB;Red;108,48;82;0;255;77,87
699;RGB;Green;102,52;82;0;255;72,26
699;RGB;Blue;92,62;69;0;255;70,21
699;HSV;Hue;98,13;60;0;359,35;93,1
699;HSV;Saturation;22,51;18,97;0;100;16,34
699;HSV;Value;44,62;36,08;0;100;30,49
699;Lab;Lightness;42,06;34,95;0;100;29,22
699;Lab;Green-Red;1,04;0,62;-31,83;56,67;5,23
699;Lab;Blue-Yellow;6,28;2,75;-34,67;84,79;13,07
699;LCH;Lightness;42,06;34,95;0;100;29,22
699;LCH;Chroma;10,84;6,6;0;85,25;11,01
699;LCH;Hue;136,87;108,79;0;359,99;90,75
700;RGB;Red;89,65;85;0;255;43,77
700;RGB;Green;111,63;107;0;255;52,47
700;RGB;Blue;127,71;114;0;255;71,13
700;HSV;Hue;167,94;204;0;358,72;64,68
700;HSV;Saturation;29,55;27,69;0;100;16,87
700;HSV;Value;51,64;47,06;0;100;26,96
700;Lab;Lightness;45,24;44,56;0;100;20,95
700;Lab;Green-Red;-2,94;-3,59;-28,5;34,41;2,82
700;Lab;Blue-Yellow;-10,45;-7,32;-53,71;64,2;14,81
700;LCH;Lightness;45,24;44,56;0;100;20,95
700;LCH;Chroma;14,82;10,15;0;64,21;11,19
700;LCH;Hue;210,73;247,94;0;359,97;68,29
701;RGB;Red;75,07;82;0;255;53,88
701;RGB;Green;96,53;113;0;255;62,61
701;RGB;Blue;97,1;126;0;243;72,67
701;HSV;Hue;155,25;189,38;0;357,39;54,22
701;HSV;Saturation;40,66;31,37;0;100;26,21
701;HSV;Value;40,44;50,2;0;100;26,44
701;Lab;Lightness;38,1;45,67;0;99,71;25,72
701;Lab;Green-Red;-7,19;-8,01;-21,55;25,04;3,6
701;Lab;Blue-Yellow;-2,66;-5,25;-19,64;33,68;9,13
701;LCH;Lightness;38,1;45,67;0;99,71;25,72
701;LCH;Chroma;11,18;11,72;0;39,05;5,49
701;LCH;Hue;187,22;214,78;0;359,99;54,19
702;RGB;Red;119,52;116;0;255;55,86
702;RGB;Green;132,51;150;0;255;58,71
702;RGB;Blue;142,45;137;0;255;79,66
702;HSV;Hue;124,62;91,58;0;359,32;98,44
702;HSV;Saturation;31,67;28,21;0;100;21,25
702;HSV;Value;61,97;63,92;0;100;28,77
702;Lab;Lightness;54,14;62,34;0;100;23,26
702;Lab;Green-Red;0,14;0,57;-32,55;39,48;6,1
702;Lab;Blue-Yellow;-5,49;2,51;-57,35;67,55;21,86
702;LCH;Lightness;54,14;62,34;0;100;23,26
702;LCH;Chroma;18,05;12,27;0;69,79;14,82
702;LCH;Hue;163,19;125,82;0;360;101,48
703;RGB;Red;141,9;136;0;255;49,65
703;RGB;Green;150,35;149;0;255;47,65
703;RGB;Blue;137,09;140;0;255;64,83
703;HSV;Hue;127,79;96,92;0;358,75;78,53
703;HSV;Saturation;31,63;31,02;0;100;16,92
703;HSV;Value;64,6;65,49;0;100;21,39
703;Lab;Lightness;60,9;60,66;0;100;18,52
703;Lab;Green-Red;-4,09;-4,36;-22,92;22,45;4,89
703;Lab;Blue-Yellow;6,4;3,46;-33,88;62,74;20,68
703;LCH;Lightness;60,9;60,66;0;100;18,52
703;LCH;Chroma;19,93;19,64;0;66,61;10,59
703;LCH;Hue;169,17;129,36;0;360;78,32
704;RGB;Red;123,35;141;0;255;84,54
704;RGB;Green;131,08;152;0;255;83,21
704;RGB;Blue;131,3;161;0;255;91,42
704;HSV;Hue;160,71;201,43;0;354,55;66,41
704;HSV;Saturation;22,09;15,38;0;100;18,98
704;HSV;Value;53,86;63,14;0;100;33,92
704;Lab;Lightness;52,08;62,3;0;99,88;33,64
704;Lab;Green-Red;-2,85;-1,99;-20,16;6,94;3,5
704;Lab;Blue-Yellow;-0,65;-2,04;-21,6;38,92;8,07
704;LCH;Lightness;52,08;62,3;0;99,88;33,64
704;LCH;Chroma;7,84;6,98;0;43,01;4,95
704;LCH;Hue;202,68;240,32;0;359,81;70,42
705;RGB;Red;128,02;129;0;247;39,13
705;RGB;Green;129,87;130;0;232;37,43
705;RGB;Blue;131,6;135;0;232;40,72
705;HSV;Hue;186,02;217,5;0;358,7;73,26
705;HSV;Saturation;7,79;6,36;0;100;6,73
705;HSV;Value;52,77;53,73;0;96,86;14,96
705;Lab;Lightness;53,82;54,53;0;92,42;15
705;Lab;Green-Red;-0,34;-0,03;-13,13;21,51;2,36
705;Lab;Blue-Yellow;-1,06;-2,68;-8,6;43,24;4,02
705;LCH;Lightness;53,82;54,53;0;92,42;15
705;LCH;Chroma;3,88;3,1;0;43,25;2,81
705;LCH;Hue;230,79;268,16;0;359,98;75,96
706;RGB;Red;120,85;119;2;255;40,84
706;RGB;Green;140,4;149;7;255;43,95
706;RGB;Blue;151,6;157;1;255;57,23
706;HSV;Hue;156,04;193,85;0;355,71;65,27
706;HSV;Saturation;23,13;18,75;0;94,87;17,04
706;HSV;Value;61,44;63,53;3,53;100;21,23
706;Lab;Lightness;56,92;60,37;2,17;100;17,14
706;Lab;Green-Red;-3,32;-3,04;-16,21;14,27;2,67
706;Lab;Blue-Yellow;-7,68;-3,33;-44,1;34,44;14,94
706;LCH;Lightness;56,92;60,37;2,17;100;17,14
706;LCH;Chroma;13,58;9,41;0;44,64;10,78
706;LCH;Hue;198,35;224,53;0,01;359,88;67,15
707;RGB;Red;127,26;124;26;255;49,83
707;RGB;Green;142,67;129;14;255;57,68
707;RGB;Blue;152,05;137;1;255;69,95
707;HSV;Hue;155,65;199,64;0;358,6;77,76
707;HSV;Saturation;26,42;26,96;0;98,11;12,55
707;HSV;Value;63,24;57,65;10,98;100;25,18
707;Lab;Lightness;57,81;53,4;8,64;100;21,61
707;Lab;Green-Red;-2,42;-4,25;-18,28;30,75;6,71
707;Lab;Blue-Yellow;-6,04;-8,27;-30,07;81,96;12,61
707;LCH;Lightness;57,81;53,4;8,64;100;21,61
707;LCH;Chroma;13,9;13,71;0;83,98;7,28
707;LCH;Hue;194,5;237,25;0,01;360;80,08
708;RGB;Red;132,45;134;0;255;65,05
708;RGB;Green;132,45;134;0;255;65,05
708;RGB;Blue;132,45;134;0;255;65,05
708;HSV;Hue;0;0;0;0;0
708;HSV;Saturation;0;0;0;0;0
708;HSV;Value;51,94;52,55;0;100;25,51
708;Lab;Lightness;54,12;55,93;0;100;25,78
708;Lab;Green-Red;0;0;0;0;0
708;Lab;Blue-Yellow;0;0;0;0;0
708;LCH;Lightness;54,12;55,93;0;100;25,78
708;LCH;Chroma;0;0;0;0;0
708;LCH;Hue;158,09;158,2;0;158,2;4,17
709;RGB;Red;169,09;174;10;255;70,47
709;RGB;Green;167,81;173;6;255;72,02
709;RGB;Blue;167,79;173;3;255;72,72
709;HSV;Hue;104;40;0;358,85;110,46
709;HSV;Saturation;6,71;2,96;0;70;8,63
709;HSV;Value;67,52;69,41;3,92;100;27,24
709;Lab;Lightness;67,75;70,84;1,82;100;27,31
709;Lab;Green-Red;0,61;0,03;-7,38;28,56;1,86
709;Lab;Blue-Yellow;0,28;0;-14,69;13,01;3,87
709;LCH;Lightness;67,75;70,84;1,82;100;27,31
709;LCH;Chroma;3,03;2,11;0;29,44;3,11
709;LCH;Hue;168,98;158,2;0;359,99;94,66
710;RGB;Red;134,38;121;0;255;54,4
710;RGB;Green;131,02;114;0;255;60,15
710;RGB;Blue;131,97;110;0;255;66,18
710;HSV;Hue;138,02;212,73;0;359,15;107,35
710;HSV;Saturation;13,21;9,52;0;100;10,79
710;HSV;Value;55,19;48,24;0,78;100;23,46
710;Lab;Lightness;54,15;48,49;0,04;100;23,28
710;Lab;Green-Red;1,79;0,99;-18,35;44,19;3,26
710;Lab;Blue-Yellow;0,35;-0,59;-16,61;28,46;6,18
710;LCH;Lightness;54,15;48,49;0,04;100;23,28
710;LCH;Chroma;6,03;5,77;0;49,18;3,98
710;LCH;Hue;176,03;256,16;0;359,99;109,97
711;RGB;Red;145,59;144;30;255;23,5
711;RGB;Green;152,81;153;14;255;21,07
711;RGB;Blue;166,79;170;0;255;21,09
711;HSV;Hue;218,48;218,71;0;359,13;53,34
711;HSV;Saturation;14,69;15,06;0;100;8,15
711;HSV;Value;65,98;66,67;12,16;100;7,76
711;Lab;Lightness;62,93;62,91;5,47;100;8,04
711;Lab;Green-Red;0,52;0,43;-9,53;34,3;2,2
711;Lab;Blue-Yellow;-8,16;-9,38;-21,99;68,39;6,03
711;LCH;Lightness;62,93;62,91;5,47;100;8,04
711;LCH;Chroma;9,35;9,77;0;68,45;4,53
711;LCH;Hue;262,83;270,51;0;360;57,95
712;RGB;Red;149,79;143;0;255;32,39
712;RGB;Green;150,33;145;0;255;31,43
712;RGB;Blue;153,89;150;0;255;31,67
712;HSV;Hue;167,37;220,71;0;356,84;108,38
712;HSV;Saturation;4,24;1,72;0;100;5,97
712;HSV;Value;60,88;59,22;0;100;12,79
712;Lab;Lightness;62,05;59,98;0;100;11,98
712;Lab;Green-Red;0,56;0,39;-5,98;17,56;0,99
712;Lab;Blue-Yellow;-1,93;-1,07;-19,25;47,02;4,17
712;LCH;Lightness;62,05;59,98;0;100;11,98
712;LCH;Chroma;2,85;1,17;0;47,2;3,78
712;LCH;Hue;235,52;274,09;0;360;80,52
713;RGB;Red;94,16;86;0;255;47,3
713;RGB;Green;103,49;89;0;255;53,11
713;RGB;Blue;117,38;90;0;255;74,58
713;HSV;Hue;166,93;213,27;0;359,05;83,92
713;HSV;Saturation;34,89;38,24;0;100;17,22
713;HSV;Value;51,47;43,92;0;100;28,02
713;Lab;Lightness;42,96;38,45;0;100;21,18
713;Lab;Green-Red;1,78;0,79;-13,28;43,88;4,45
713;Lab;Blue-Yellow;-7,86;-6,5;-49,24;68,02;21,17
713;LCH;Lightness;42,96;38,45;0;100;21,18
713;LCH;Chroma;18,9;16,95;0;71,9;13,25
713;LCH;Hue;214,72;268,69;0;359,99;89,16
714;RGB;Red;118,13;109;0;255;74,78
714;RGB;Green;123,97;113;0;255;75,37
714;RGB;Blue;125,21;108;0;255;80,17
714;HSV;Hue;148,2;173,33;0;359,34;69,1
714;HSV;Saturation;15,81;15,87;0;100;8,8
714;HSV;Value;51,42;47,84;0;100;31,46
714;Lab;Lightness;49,89;47,51;0;100;29,98
714;Lab;Green-Red;-1,78;-1,94;-14,94;43,07;2,38
714;Lab;Blue-Yellow;-1,15;-0,62;-25,84;46,59;7,79
714;LCH;Lightness;49,89;47,51;0;100;29,98
714;LCH;Chroma;6,86;5,17;0;56,42;4,88
714;LCH;Hue;184,72;189,03;0;359,99;68,02
715;RGB;Red;77,47;69;0;255;43,44
715;RGB;Green;111,37;111;3;255;43
715;RGB;Blue;137,67;155;0;255;61,24
715;HSV;Hue;171,88;207,92;0;358,54;64,07
715;HSV;Saturation;48,75;51,72;0;100;19,99
715;HSV;Value;56,88;61,57;2,75;100;21,69
715;Lab;Lightness;45,25;45,82;0,79;100;17,51
715;Lab;Green-Red;-2,19;-2;-17,94;25,51;4,69
715;Lab;Blue-Yellow;-17,25;-28,6;-43,52;42,98;21,65
715;LCH;Lightness;45,25;45,82;0,79;100;17,51
715;LCH;Chroma;25,3;30,64;0;43,88;12,35
715;LCH;Hue;220,49;261,1;0;359,93;72,11
716;RGB;Red;119,88;150;0;255;64,36
716;RGB;Green;128,33;169;0;255;74,97
716;RGB;Blue;135,33;189;0;255;91,37
716;HSV;Hue;140,23;208,16;0;357,93;85,31
716;HSV;Saturation;31,85;24,07;0;100;22,2
716;HSV;Value;56,6;74,51;0;100;32,54
716;Lab;Lightness;51,7;68,72;0;100;29,98
716;Lab;Green-Red;-0,86;-1,25;-20,88;27,93;2,87
716;Lab;Blue-Yellow;-3,89;-7,03;-26,97;49,91;12,65
716;LCH;Lightness;51,7;68,72;0;100;29,98
716;LCH;Chroma;12,27;12,96;0;54,1;5,79
716;LCH;Hue;186,58;254,89;0;359,99;89,31
717;RGB;Red;73,64;54;0;255;56,8
717;RGB;Green;91,11;71;0;255;60,06
717;RGB;Blue;100,05;81;0;255;62,82
717;HSV;Hue;194,95;200;0;359,08;27,49
717;HSV;Saturation;34,07;34,78;0;100;14,53
717;HSV;Value;39,47;32,16;0,39;100;24,53
717;Lab;Lightness;36,28;29,25;0,04;100;24,43
717;Lab;Green-Red;-4,2;-4,32;-13,49;34,34;2,17
717;Lab;Blue-Yellow;-7,23;-7,31;-19,11;19,26;4,47
717;LCH;Lightness;36,28;29,25;0,04;100;24,43
717;LCH;Chroma;9,15;8,77;0;36,87;3,28
717;LCH;Hue;232,74;239,68;0,04;360;32,38
718;RGB;Red;128,24;133;16;255;70,73
718;RGB;Green;79,71;71;2;255;61,78
718;RGB;Blue;25,19;16;0;254;32,39
718;HSV;Hue;29,48;27,69;0;358,95;13,79
718;HSV;Saturation;81,37;84,09;0,78;100;12,49
718;HSV;Value;50,3;52,16;6,27;100;27,75
718;Lab;Lightness;37,43;37,16;2,16;99,9;25,02
718;Lab;Green-Red;15,99;18,69;-21,77;34,49;10,76
718;Lab;Blue-Yellow;36,35;39,35;-26,87;86,2;20,4
718;LCH;Lightness;37,43;37,16;2,16;99,9;25,02
718;LCH;Chroma;40,94;44,92;0,61;88,73;20,82
718;LCH;Hue;62,17;61;0,38;359,97;16,41
719;RGB;Red;102,19;101;0;255;37,34
719;RGB;Green;120,67;123;0;255;40,22
719;RGB;Blue;96,66;92;0;255;34,76
719;HSV;Hue;109,7;109,09;0;356,47;38,75
719;HSV;Saturation;22,87;22,15;0;100;6,71
719;HSV;Value;47,88;48,24;0;100;15,97
719;Lab;Lightness;48,18;48,97;0;100;15,81
719;Lab;Green-Red;-11,44;-14,41;-20,81;15,46;6,04
719;Lab;Blue-Yellow;10,92;11,59;-16,46;48,27;5,4
719;LCH;Lightness;48,18;48,97;0;100;15,81
719;LCH;Chroma;16,85;18,58;0;48,28;5,62
719;LCH;Hue;139,19;138,12;0;359,97;33,73
720;RGB;Red;99,98;80;0;255;56,57
720;RGB;Green;106,64;86;0;255;57,75
720;RGB;Blue;104,61;79;0;255;66,82
720;HSV;Hue;139,72;141,82;0;358,7;58,2
720;HSV;Saturation;14,54;11,63;0;100;9,91
720;HSV;Value;43,57;34,12;0;100;24,97
720;Lab;Lightness;43,48;35,79;0;100;22,87
720;Lab;Green-Red;-2,89;-3,3;-17,47;52,88;2,66
720;Lab;Blue-Yellow;0,73;1,57;-48,9;53,5;7,75
720;LCH;Lightness;43,48;35,79;0;100;22,87
720;LCH;Chroma;7,1;5,29;0;75,21;5,06
720;LCH;Hue;173,71;157,6;0;359,99;59,38
721;RGB;Red;114,02;102;8;255;57,26
721;RGB;Green;119,09;104;21;255;57,06
721;RGB;Blue;116,87;98;0;255;63,11
721;HSV;Hue;144,43;173,33;0;357,78;69,58
721;HSV;Saturation;17,03;15,22;0;100;11,52
721;HSV;Value;49,52;42,35;9,41;100;24,33
721;Lab;Lightness;48,7;43,64;6,52;100;22,55
721;Lab;Green-Red;-2,02;-2,34;-14,6;32,4;2,46
721;Lab;Blue-Yellow;0,81;-0,54;-28;58,95;10,1
721;LCH;Lightness;48,7;43,64;6,52;100;22,55
721;LCH;Chroma;8,34;5,35;0;58,95;6,57
721;LCH;Hue;181,11;189,1;0,02;359,97;68,36
722;RGB;Red;100,26;79;4;255;62,02
722;RGB;Green;104,61;83;12;255;63,11
722;RGB;Blue;97,23;74;0;255;66,86
722;HSV;Hue;109,71;90;0;359,46;56,12
722;HSV;Saturation;17,59;13,92;0;100;13,04
722;HSV;Value;42,01;32,94;7,06;100;25,13
722;Lab;Lightness;42,5;34,8;4,69;100;24,84
722;Lab;Green-Red;-3,04;-2,96;-22,31;71,14;3,52
722;Lab;Blue-Yellow;3,98;3,66;-13,79;56,27;5,86
722;LCH;Lightness;42,5;34,8;4,69;100;24,84
722;LCH;Chroma;7,18;6,16;0;73,61;4,49
722;LCH;Hue;143,7;128,96;0,01;359,95;47,34
723;RGB;Red;98,2;87;0;255;64,05
723;RGB;Green;106,95;92;0;255;70,23
723;RGB;Blue;112,3;93;0;255;80,83
723;HSV;Hue;157,68;202,94;0;357;73,34
723;HSV;Saturation;21,61;18,39;0;100;16,93
723;HSV;Value;45,39;37,65;0;100;30,72
723;Lab;Lightness;43,13;38,72;0;100;28,28
723;Lab;Green-Red;-1,8;-1,72;-15,07;10,65;1,94
723;Lab;Blue-Yellow;-3,64;-2,33;-29,62;37,9;8,35
723;LCH;Lightness;43,13;38,72;0;100;28,28
723;LCH;Chroma;7,39;5,75;0;39,28;5,94
723;LCH;Hue;202,85;243,73;0;359,99;72,27
724;RGB;Red;15,63;4;0;255;34,32
724;RGB;Green;31,45;10;0;255;44,37
724;RGB;Blue;8,13;3;0;255;18,99
724;HSV;Hue;103,73;110;0;358,12;33,22
724;HSV;Saturation;76,67;82,35;0;100;21,42
724;HSV;Value;13,55;3,92;0;100;18,99
724;Lab;Lightness;11,18;2,39;0;100;17,34
724;Lab;Green-Red;-7,68;-1,86;-72,25;44,9;16,82
724;Lab;Blue-Yellow;10,35;1,82;-36,29;73,85;16,03
724;LCH;Lightness;11,18;2,39;0;100;17,34
724;LCH;Chroma;14,51;2,8;0;100,66;22,26
724;LCH;Hue;132,73;136,61;0;359,84;27,36
725;RGB;Red;153,77;171;0;255;59,06
725;RGB;Green;155,87;169;0;255;63,18
725;RGB;Blue;166,91;176;0;255;69,03
725;HSV;Hue;162,38;213,7;0;359,19;108,31
725;HSV;Saturation;18,71;14,9;0;100;14,39
725;HSV;Value;68,69;74,12;1,18;100;25,88
725;Lab;Lightness;63,61;69,73;0,06;100;24,3
725;Lab;Green-Red;2,35;1,79;-10,7;31,66;4,06
725;Lab;Blue-Yellow;-5,71;-3,85;-58,54;38,4;12,48
725;LCH;Lightness;63,61;69,73;0,06;100;24,3
725;LCH;Chroma;11,65;9,7;0;63,69;8,64
725;LCH;Hue;195,6;262,88;0;360;110,63
726;RGB;Red;156,49;166;0;255;43,95
726;RGB;Green;161,09;176;0;255;42,42
726;RGB;Blue;163,91;176;0;255;50,82
726;HSV;Hue;116,72;72,5;0;359,51;88,06
726;HSV;Saturation;16,95;13,33;0;100;12,9
726;HSV;Value;68,1;74,51;0;100;18,08
726;Lab;Lightness;65,59;71,5;0;100;17,05
726;Lab;Green-Red;-0,68;-0,6;-17,41;48,49;3,37
726;Lab;Blue-Yellow;-1,74;2,69;-39,38;38,38;10,49
726;LCH;Lightness;65,59;71,5;0;100;17,05
726;LCH;Chroma;9,48;7,08;0;56,19;5,91
726;LCH;Hue;160,18;116,47;0;359,99;89,98
727;RGB;Red;105,94;105;0;254;59,46
727;RGB;Green;126,88;133;0;253;65,9
727;RGB;Blue;140,88;155;0;255;78,86
727;HSV;Hue;179,31;206,67;0;357,5;54,34
727;HSV;Saturation;32,46;30;0;100;15,54
727;HSV;Value;56,73;61,96;0;100;29,48
727;Lab;Lightness;50,72;54,13;0;99,19;26,54
727;Lab;Green-Red;-3,78;-3,54;-30,54;12,72;2,62
727;Lab;Blue-Yellow;-9,58;-13,63;-29,7;66,41;11,26
727;LCH;Lightness;50,72;54,13;0;99,19;26,54
727;LCH;Chroma;14,12;15,05;0;71,68;6,36
727;LCH;Hue;224,51;254,57;0;359,81;57,28
728;RGB;Red;117,51;110;19;255;51,08
728;RGB;Green;129,38;124;31;255;48,74
728;RGB;Blue;128,09;112;37;255;52,61
728;HSV;Hue;178,85;186,67;0;358,57;77,7
728;HSV;Saturation;18,74;16,67;0;79,29;12,14
728;HSV;Value;54,29;50,59;18,43;100;20,93
728;Lab;Lightness;52,65;50,9;11,5;100;19,03
728;Lab;Green-Red;-4,07;-3,36;-34,29;23,54;7,61
728;Lab;Blue-Yellow;-0,66;-1,17;-50,5;40,24;12,4
728;LCH;Lightness;52,65;50,9;11,5;100;19,03
728;LCH;Chroma;11,93;8,15;0;51,12;9,28
728;LCH;Hue;205,14;199,26;0;360;80,54
729;RGB;Red;129,83;131;19;255;56,55
729;RGB;Green;136,82;138;35;252;51,42
729;RGB;Blue;138,03;140;36;239;47,65
729;HSV;Hue;160,34;192;0;340;59,81
729;HSV;Saturation;11,78;7,09;0;56,82;11,65
729;HSV;Value;54,91;54,9;14,12;100;19,63
729;Lab;Lightness;55,78;56,87;12,79;98,8;20,43
729;Lab;Green-Red;-2,29;-1,85;-9,9;3,41;1,65
729;Lab;Blue-Yellow;-1,7;-2,17;-11,53;9,55;3,53
729;LCH;Lightness;55,78;56,87;12,79;98,8;20,43
729;LCH;Chroma;4,3;3,98;0;11,68;2,18
729;LCH;Hue;197,46;219,67;19,44;353,87;55,5
730;RGB;Red;99,19;102;0;255;41,52
730;RGB;Green;131,32;131;0;255;48,73
730;RGB;Blue;153,51;144;0;255;56,08
730;HSV;Hue;191,25;204;0;357,93;53,85
